,PID,Inicio,Fin,PF,Seed
769888,F0LXZ8_VIBFN,24,418,PF03929,1.0
769889,Q87FZ6_VIBPA,24,416,PF03929,1.0
769890,B9JUD0_AGRVS,25,407,PF03929,1.0
769891,Q5LW15_RUEPO,24,402,PF03929,1.0
769892,V9VPA5_9RHOB,24,402,PF03929,1.0
769893,Q1GJY0_RUEST,27,407,PF03929,1.0
769894,D5V6A0_ARCNC,23,406,PF03929,1.0
769895,I7DWH6_PHAIB,22,399,PF03929,1.0
769896,D5V8P0_MORCB,26,436,PF03929,1.0
769897,Q9JY61_NEIMB,21,406,PF03929,1.0
769898,D5AVI9_RHOCB,25,409,PF03929,1.0
769899,B3PED0_CELJU,21,372,PF03929,1.0
769900,G8NUS4_GRAMM,16,401,PF03929,1.0
769901,D2QZU6_PIRSD,19,388,PF03929,1.0
769902,D5SYA0_PLAL2,18,420,PF03929,1.0
769903,E8RST2_ASTEC,20,379,PF03929,1.0
769904,E8RM40_ASTEC,23,400,PF03929,1.0
769905,Q21GN9_SACD2,11,384,PF03929,1.0
769906,F8JH27_HYPSM,10,375,PF03929,1.0
769907,F6IIY2_9SPHN,17,396,PF03929,1.0
769908,G2ISL4_9SPHN,15,397,PF03929,1.0
769909,Q2G7V3_NOVAD,11,399,PF03929,1.0
769910,B7GHI7_ANOFW,74,443,PF03929,1.0
769911,Q5KVG3_GEOKA,19,394,PF03929,1.0
769912,Q5WLI5_BACSK,27,396,PF03929,1.0
769913,Q9KE75_BACHD,26,400,PF03929,1.0
769914,C4L0I1_EXISA,17,382,PF03929,1.0
769915,Q9KBS1_BACHD,13,384,PF03929,1.0
769916,D3EFS8_GEOS4,29,407,PF03929,1.0
769917,U5LBR6_9BACI,16,387,PF03929,1.0
769918,B1YHY9_EXIS2,26,398,PF03929,1.0
769919,G0ABG3_COLFT,24,415,PF03929,1.0
769920,W0PAF0_9BURK,27,484,PF03929,1.0
769921,Q13LJ3_PARXL,26,447,PF03929,1.0
769922,B4EJZ4_BURCJ,23,431,PF03929,1.0
769923,C5AIX4_BURGB,23,434,PF03929,1.0
769924,C6XM23_HIRBI,24,401,PF03929,1.0
769925,K0C8L1_ALCDB,10,394,PF03929,1.0
769926,Q0VPE2_ALCBS,23,395,PF03929,1.0
769927,A8I2P5_AZOC5,16,406,PF03929,1.0
769928,Q3SQ68_NITWN,15,401,PF03929,1.0
769929,E1V5J4_HALED,13,382,PF03929,1.0
769930,Q1R143_CHRSD,20,390,PF03929,1.0
769931,Q2RPK6_RHORT,26,398,PF03929,1.0
769932,E3EY90_KETVY,27,396,PF03929,1.0
769933,Q7CY41_AGRFC,26,396,PF03929,1.0
769934,Q6W134_SINFN,26,398,PF03929,1.0
769935,A1TVJ9_ACIAC,36,458,PF03929,1.0
769936,D2U9P4_XANAP,20,415,PF03929,1.0
769937,Q8P606_XANCP,35,471,PF03929,1.0
769938,A9IUF4_BORPD,22,396,PF03929,1.0
769939,D7A4I0_STAND,21,391,PF03929,1.0
769940,G7Z577_AZOL4,19,393,PF03929,1.0
769941,B9J9Q8_AGRRK,24,396,PF03929,1.0
769942,B1M1M5_METRJ,30,401,PF03929,1.0
769943,C5AWM1_METEA,29,402,PF03929,1.0
769944,I3TIW6_TISMK,25,412,PF03929,1.0
769945,D4YZM5_SPHJU,11,369,PF03929,1.0
769946,W0AFF6_9SPHN,21,390,PF03929,1.0
769947,Q9A2Q5_CAUVC,21,405,PF03929,1.0
769948,A2SKY0_METPP,23,420,PF03929,1.0
769949,R7XYF2_9ACTN,26,402,PF03929,1.0
769950,F6AEV9_PSEF1,13,396,PF03929,1.0
769951,S6BQQ2_PSERE,13,396,PF03929,1.0
769952,Q87VQ2_PSESM,13,397,PF03929,1.0
769953,Q4KIZ4_PSEF5,13,396,PF03929,1.0
769954,Q88DI6_PSEPK,13,396,PF03929,1.0
769955,A0KFP2_AERHH,13,403,PF03929,1.0
769956,G3XCX0_PSEAE,16,410,PF03929,1.0
769957,A9B7B4_HERA2,27,423,PF03929,1.0
769958,K9VY27_9CYAN,26,416,PF03929,1.0
769959,A4G1A6_HERAR,24,396,PF03929,1.0
769960,V5XI44_MYCNE,32,419,PF03929,1.0
769961,C3PLB8_CORA7,11,392,PF03929,1.0
769962,W5WP07_9CORY,26,408,PF03929,1.0
769963,C4LHD5_CORK4,3,407,PF03929,1.0
769964,W5Y3S0_9CORY,3,374,PF03929,1.0
769965,F8E1B2_CORRG,39,424,PF03929,1.0
769966,Q4JW36_CORJK,7,387,PF03929,1.0
769967,G0HG63_CORVD,37,427,PF03929,1.0
769968,X5E5Y7_9CORY,58,452,PF03929,1.0
769969,D9QDJ7_CORP2,40,425,PF03929,1.0
769970,Q6NKB0_CORDI,24,400,PF03929,1.0
769971,Q8NN80_CORGL,35,408,PF03929,1.0
769972,W5TAT7_9NOCA,81,459,PF03929,1.0
769973,H6RAH9_NOCCG,10,393,PF03929,1.0
769974,K0EY76_9NOCA,40,424,PF03929,1.0
769975,Q5YR41_NOCFA,47,429,PF03929,1.0
769976,D5UMS4_TSUPD,29,414,PF03929,1.0
769977,V9XIB7_9NOCA,39,424,PF03929,1.0
769978,D0L7R1_GORB4,5,389,PF03929,1.0
769979,Q0SBF9_RHOJR,32,419,PF03929,1.0
769980,C0ZRX2_RHOE4,32,409,PF03929,1.0
769981,E9T3J8_RHOHA,32,417,PF03929,1.0
769982,B0RF08_CLAMS,34,416,PF03929,1.0
769983,E1W040_GLUAR,16,395,PF03929,1.0
769984,D1BDQ2_SANKS,33,416,PF03929,1.0
769985,E8N781_MICTS,84,463,PF03929,1.0
769986,S5YIB8_PARAH,23,394,PF03929,1.0
769987,H2INZ5_RAHAC,26,425,PF03929,1.0
769988,E0SHS3_DICD3,43,429,PF03929,1.0
769989,Q6D6B0_PECAS,42,436,PF03929,1.0
769990,A8AND6_CITK8,15,382,PF03929,1.0
769991,A6TCL2_KLEP7,15,386,PF03929,1.0
769992,A7MEG8_CROS8,15,385,PF03929,1.0
769993,D8MMN9_ERWBE,24,439,PF03929,1.0
769994,I3U9Q5_ADVKW,5,375,PF03929,1.0
769995,E6WJY1_PANSA,28,411,PF03929,1.0
769996,U3TYC6_9ENTR,18,410,PF03929,1.0
769997,A6VWL4_MARMS,22,406,PF03929,1.0
769998,A6X550_OCHA4,31,407,PF03929,1.0
769999,D8IWM1_HERSS,34,407,PF03929,1.0
770000,B2GIH8_KOCRD,41,420,PF03929,1.0
770001,K0K8G9_SACES,10,360,PF03929,1.0
770002,R4SU65_AMYOR,22,387,PF03929,1.0
770003,J7LCF1_NOCAA,41,404,PF03929,1.0
770004,C6WMJ5_ACTMD,35,389,PF03929,1.0
770005,A4FGI9_SACEN,39,396,PF03929,1.0
770006,G0FTV5_AMYMS,29,377,PF03929,1.0
770007,D7C634_STRBB,49,433,PF03929,1.0
770008,S5VYY5_STRC3,30,394,PF03929,1.0
770009,K4QXA6_STRDJ,35,397,PF03929,1.0
770010,C9Z4X2_STRSW,34,396,PF03929,1.0
770011,Q825U8_STRAW,37,399,PF03929,1.0
770012,V6JZB1_STRNV,34,413,PF03929,1.0
770013,F2RJF4_STRVP,41,415,PF03929,1.0
770014,D6X890_STRE2,33,406,PF03929,1.0
770015,E2Q0X0_STRC2,62,438,PF03929,1.0
770016,D7B086_NOCDD,32,415,PF03929,1.0
770017,Q47KW9_THEFY,36,406,PF03929,1.0
770018,D6ZBD1_SEGRD,24,389,PF03929,1.0
770019,H6N3V0_GORPV,43,419,PF03929,1.0
770020,A0A1N4EDS8_9MYCO,27,397,PF03929,1.0
770021,A0R6J4_MYCS2,30,390,PF03929,1.0
770022,G8RLG6_MYCRN,54,425,PF03929,1.0
770023,K0EPF5_9NOCA,31,393,PF03929,1.0
770024,Q9RCU8_STRCO,53,415,PF03929,1.0
770025,Q93J57_STRCO,65,443,PF03929,1.0
770026,F4FGA3_VERMA,38,408,PF03929,1.0
770027,D3PUK6_STANL,38,416,PF03929,1.0
770028,A8L4T8_FRASN,94,482,PF03929,1.0
770029,I0H230_ACTM4,31,410,PF03929,1.0
770030,G8S2A2_ACTS5,31,402,PF03929,1.0
770031,U5VZG2_9ACTN,38,409,PF03929,1.0
770032,E4RVS9_LEAB4,12,373,PF03929,1.0
770033,I4APC2_BERLS,15,374,PF03929,1.0
770034,C6VZF2_DYAFD,10,400,PF03929,1.0
770035,F4C4N0_SPHS2,10,385,PF03929,1.0
770036,G0LCE2_ZOBGA,10,376,PF03929,1.0
770037,G2PSV0_MURRD,10,377,PF03929,1.0
770038,T2KP53_9FLAO,11,376,PF03929,1.0
770039,E6XCV7_CELAD,10,376,PF03929,1.0
770040,A5FKH8_FLAJ1,10,376,PF03929,1.0
770041,G0IVY2_CYCMS,10,382,PF03929,1.0
770042,L0G205_ECHVK,10,380,PF03929,1.0
770043,I1YJ51_METFJ,10,375,PF03929,1.0
770044,D4ZHZ4_SHEVD,10,371,PF03929,1.0
770045,Q089J8_SHEFN,20,380,PF03929,1.0
770046,Q9I5D7_PSEAE,8,356,PF03929,1.0
770047,E3FSF8_STIAD,8,355,PF03929,1.0
770048,S6AVY3_PSERE,8,355,PF03929,1.0
770049,I3TMW5_TISMK,8,367,PF03929,1.0
770050,G7ZBG6_AZOL4,10,362,PF03929,1.0
770051,E8V4C7_TERSS,10,369,PF03929,1.0
770052,M4SII0_9SPHN,10,357,PF03929,1.0
770053,A9H7K9_GLUDA,2,350,PF03929,1.0
770054,K7SWN1_GLUOY,10,359,PF03929,1.0
770055,Q5FNY3_GLUOX,10,359,PF03929,1.0
770056,Q6FA05_ACIAD,10,360,PF03929,1.0
770057,B1M776_METRJ,12,362,PF03929,1.0
770058,B1M0C4_METRJ,10,365,PF03929,1.0
770059,C5AQ78_METEA,10,365,PF03929,1.0
770060,Q15P87_PSEA6,10,379,PF03929,1.0
770061,K7ADP3_9ALTE,10,358,PF03929,1.0
770062,F5Z772_ALTNA,2,400,PF03929,1.0
770063,A1W4U2_ACISJ,21,390,PF03929,1.0
770064,A1TLX3_ACIAC,25,393,PF03929,1.0
770065,D0J4U2_COMT2,26,392,PF03929,1.0
770066,K0I287_9BURK,44,416,PF03929,1.0
770067,A9IIV4_BORPD,18,376,PF03929,1.0
770068,Q2L2C2_BORA1,24,380,PF03929,1.0
770069,Q887S5_PSESM,10,364,PF03929,1.0
770070,Q4KI16_PSEF5,10,365,PF03929,1.0
770071,Q88E58_PSEPK,10,363,PF03929,1.0
770072,Q5QUA1_IDILO,2,353,PF03929,1.0
770073,W0AA05_9SPHN,10,361,PF03929,1.0
770074,W8WUK3_CASDE,28,384,PF03929,1.0
770075,H8L2M0_FRAAD,19,383,PF03929,1.0
770076,G8MMW3_9BURK,55,414,PF03929,1.0
770077,A9BQW3_DELAS,38,398,PF03929,1.0
770078,Q6N8Q5_RHOPA,2,360,PF03929,1.0
770079,B6JDF4_OLICO,17,376,PF03929,1.0
770080,Q213N2_RHOPB,17,376,PF03929,1.0
770081,Q8PDT4_XANCP,10,370,PF03929,1.0
770082,D8J1G0_HERSS,10,378,PF03929,1.0
770083,Q0K500_CUPNH,10,377,PF03929,1.0
770084,Q1LPD4_CUPMC,15,380,PF03929,1.0
770085,C6X951_METGS,10,379,PF03929,1.0
770086,Q3ICQ9_PSEHT,10,374,PF03929,1.0
770087,A3QCB1_SHELP,10,373,PF03929,1.0
770088,D4ZAR4_SHEVD,10,374,PF03929,1.0
770089,Q8EBU2_SHEON,10,375,PF03929,1.0
770090,A1SB56_SHEAM,10,372,PF03929,1.0
770091,Q12LP0_SHEDO,10,394,PF03929,1.0
770092,F6ABX3_PSEF1,10,380,PF03929,1.0
770093,B3PCH9_CELJU,10,372,PF03929,1.0
770094,Q48A83_COLP3,10,370,PF03929,1.0
770095,K0C8I5_ALCDB,10,377,PF03929,1.0
770096,Q0VP94_ALCBS,10,373,PF03929,1.0
770097,A9BTL2_DELAS,15,383,PF03929,1.0
770098,I1YHW6_METFJ,13,380,PF03929,1.0
770099,C1DIN3_AZOVD,11,367,PF03929,1.0
770100,I3TK55_TISMK,10,370,PF03929,1.0
770101,B6IQP2_RHOCS,10,368,PF03929,1.0
770102,C1DRW8_AZOVD,12,406,PF03929,1.0
770103,S6AHW8_PSERE,11,367,PF03929,1.0
770104,G8QJR2_DECSP,11,358,PF03929,1.0
770105,Q0BS45_GRABC,10,387,PF03929,1.0
770106,D5QC33_KOMHA,10,350,PF03929,1.0
770107,K7SYX1_GLUOY,2,345,PF03929,1.0
770108,A9BZL0_DELAS,24,405,PF03929,1.0
770109,D0J558_COMT2,20,399,PF03929,1.0
770110,D0J700_COMT2,28,402,PF03929,1.0
770111,I1XF56_METNJ,19,387,PF03929,1.0
770112,Q82VJ8_NITEU,27,394,PF03929,1.0
770113,Q2KXM1_BORA1,10,381,PF03929,1.0
770114,D0J7V0_COMT2,16,384,PF03929,1.0
770115,Q8P4W0_XANCP,10,379,PF03929,1.0
770116,Q0K0L2_CUPNH,27,379,PF03929,1.0
770117,G2IPT1_9SPHN,10,401,PF03929,1.0
770118,I1YL82_METFJ,10,399,PF03929,1.0
770119,M5DRU7_9GAMM,11,403,PF03929,1.0
770120,A9BTZ8_DELAS,10,394,PF03929,1.0
770121,I0HTP5_RUBGI,10,394,PF03929,1.0
770122,E6WUM5_PSEUU,10,395,PF03929,1.0
770123,B3PJU8_CELJU,10,394,PF03929,1.0
770124,K0CL88_ALCDB,10,394,PF03929,1.0
770125,K9VNA2_9CYAN,20,366,PF03929,1.0
770126,K9VUW3_9CYAN,10,358,PF03929,1.0
770127,K9TYB8_9CYAN,25,380,PF03929,1.0
770128,B2J111_NOSP7,11,363,PF03929,1.0
770129,K9PMV7_9CYAN,11,359,PF03929,1.0
770130,K9U0H9_9CYAN,20,363,PF03929,1.0
770131,K9XBB8_9CHRO,16,365,PF03929,1.0
770132,K9PK25_9CYAN,8,342,PF03929,1.0
770133,Q7NNR8_GLOVI,8,349,PF03929,1.0
770134,Q7NNU7_GLOVI,10,355,PF03929,1.0
770135,Q7NEA8_GLOVI,8,350,PF03929,1.0
770136,Q7NNP8_GLOVI,6,348,PF03929,1.0
770137,D2R5B9_PIRSD,11,357,PF03929,1.0
770138,Q020P0_SOLUE,6,346,PF03929,1.0
770139,E8V702_TERSS,35,403,PF03929,1.0
770140,I3ZJ65_TERRK,41,405,PF03929,1.0
770141,G8NX64_GRAMM,17,369,PF03929,1.0
770142,E8X249_GRATM,21,368,PF03929,1.0
770143,I3ZDW8_TERRK,19,363,PF03929,1.0
1061952,A8BKJ1_GIAIC,51,260,PF03798,1.0
1061953,A2DMU7_TRIVA,24,227,PF03798,1.0
1061954,Q7RRB9_PLAYO,93,322,PF03798,1.0
1061955,Q4N595_THEPA,73,294,PF03798,1.0
1061956,Q01D91_OSTTA,100,301,PF03798,1.0
1061957,Q4A3B3_EHV8U,57,272,PF03798,1.0
1061958,Q9XXK7_CAEEL,124,330,PF03798,1.0
1061959,A8WUY1_CAEBR,124,328,PF03798,1.0
1061960,A7S840_NEMVE,116,317,PF03798,1.0
1061961,Q68A32_CIOIN,123,324,PF03798,1.0
1061962,TR1L1_MOUSE,117,315,PF03798,1.0
1061963,TRAM1_PONAB,118,317,PF03798,1.0
1061964,F1QW88_DANRE,119,317,PF03798,1.0
1061965,Q802X7_DANRE,113,312,PF03798,1.0
1061966,TRAM2_HUMAN,113,312,PF03798,1.0
1061967,F7CMH7_XENTR,112,310,PF03798,1.0
1061968,A0A0D1DXT7_USTMA,225,433,PF03798,1.0
1061969,Q5KG85_CRYNJ,176,384,PF03798,1.0
1061970,LAC1_SCHPO,145,350,PF03798,1.0
1061971,Q6BNP7_DEBHA,179,384,PF03798,1.0
1061972,Q6CVA7_KLULA,166,371,PF03798,1.0
1061973,E7LV69_YEASV,173,377,PF03798,1.0
1061974,Q6C2N3_YARLI,192,397,PF03798,1.0
1061975,Q0UCL6_PHANO,197,402,PF03798,1.0
1061976,LAG1_SCHPO,154,358,PF03798,1.0
1061977,F2Z5Z1_YARLI,129,335,PF03798,1.0
1061978,Q6BYF9_DEBHA,125,331,PF03798,1.0
1061979,Q75AX6_ASHGO,146,352,PF03798,1.0
1061980,Q6CP21_KLULA,139,345,PF03798,1.0
1061981,A5DZK1_LODEL,202,408,PF03798,1.0
1061982,A5DFF2_PICGU,139,345,PF03798,1.0
1061983,A3LPX2_PICST,122,328,PF03798,1.0
1061984,Q2H3Q0_CHAGB,323,558,PF03798,1.0
1061985,A2QKE1_ASPNC,124,339,PF03798,1.0
1061986,Q0UZI2_PHANO,145,396,PF03798,1.0
1061987,Q2UG64_ASPOR,124,353,PF03798,1.0
1061988,A0A0D1DWE7_USTMA,270,475,PF03798,1.0
1061989,Q5KMQ6_CRYNJ,108,310,PF03798,1.0
1061990,ASCL3_ORYSJ,61,260,PF03798,1.0
1061991,LAG12_ARATH,72,271,PF03798,1.0
1061992,ASC1_SOLLC,74,280,PF03798,1.0
1061993,LAG13_ARATH,74,280,PF03798,1.0
1061994,LAGR1_CAEEL,103,314,PF03798,1.0
1061995,CERS1_HUMAN,98,304,PF03798,1.0
1061996,A7REX2_NEMVE,15,221,PF03798,1.0
1061997,HYL2_CAEEL,87,291,PF03798,1.0
1061998,Q7PY62_ANOGA,135,327,PF03798,1.0
1061999,A7S8D5_NEMVE,137,334,PF03798,1.0
1062000,A7RXN1_NEMVE,134,332,PF03798,1.0
1062001,Q4H396_CIOIN,133,329,PF03798,1.0
1062002,H3DKL1_TETNG,141,334,PF03798,1.0
1062003,A8E7D4_DANRE,132,325,PF03798,1.0
1062004,H3DMY5_TETNG,140,333,PF03798,1.0
1062005,H0YKC9_HUMAN,81,274,PF03798,1.0
1062006,F6S909_CIOIN,130,322,PF03798,1.0
1062007,Q4H398_CIOIN,128,320,PF03798,1.0
1062008,H2ZH54_CIOSA,130,322,PF03798,1.0
1062009,Q1L8N1_DANRE,138,331,PF03798,1.0
1062010,A1L1E5_XENTR,132,325,PF03798,1.0
1062011,Q6DK73_XENTR,132,325,PF03798,1.0
1062012,CERS3_MOUSE,131,324,PF03798,1.0
1062013,Q54S87_DICDI,75,276,PF03798,1.0
1062014,Q22YX7_TETTS,205,414,PF03798,1.0
1062015,A0DN55_PARTE,121,326,PF03798,1.0
1062016,A0BS00_PARTE,114,315,PF03798,1.0
1062017,Q8SRA0_ENCCU,66,258,PF03798,1.0
1062018,A4HJG0_LEIBR,143,376,PF03798,1.0
1062019,Q4CUX8_TRYCC,147,380,PF03798,1.0
1062020,Q583F9_TRYB2,121,353,PF03798,1.0
1062021,Q57V92_TRYB2,129,360,PF03798,1.0
1062022,A2G9H7_TRIVA,71,268,PF03798,1.0
1062023,A2FSZ3_TRIVA,55,253,PF03798,1.0
1062024,A2DNQ2_TRIVA,53,249,PF03798,1.0
1062025,Q6QHY7_TRIVA,54,250,PF03798,1.0
1062026,Q9V3S7_DROME,131,391,PF03798,1.0
1062027,Q17PW3_AEDAE,89,349,PF03798,1.0
1062028,FA57B_MOUSE,38,254,PF03798,1.0
1062029,H3CM23_TETNG,40,251,PF03798,1.0
1062030,FA57A_MOUSE,37,242,PF03798,1.0
1062031,H3D9V4_TETNG,38,248,PF03798,1.0
1062032,Q9LK26_ARATH,39,234,PF03798,1.0
1062033,Q2QV58_ORYSJ,42,246,PF03798,1.0
1062034,Y5285_ARATH,42,236,PF03798,1.0
1062035,Q0DJC1_ORYSJ,52,240,PF03798,1.0
1062036,A4RQM6_OSTLU,2,197,PF03798,1.0
1062037,Q01GX6_OSTTA,63,258,PF03798,1.0
1062038,TLCD2_HUMAN,38,223,PF03798,1.0
1062039,F1QSW8_DANRE,48,232,PF03798,1.0
1062040,A8Y221_CAEBR,88,278,PF03798,1.0
1062041,A8XWT7_CAEBR,60,248,PF03798,1.0
122278,F7YTN3_9THEM,4,381,PF09455,1.0
122279,K4LIA4_THEPS,3,388,PF09455,1.0
122280,B9L3U9_THERP,3,374,PF09455,1.0
122281,Q2FM34_METHJ,6,375,PF09455,1.0
122282,Q2FPZ0_METHJ,3,386,PF09455,1.0
122283,Q2FPZ2_METHJ,3,392,PF09455,1.0
122284,A9AUN8_HERA2,5,390,PF09455,1.0
122285,M1E602_9FIRM,5,363,PF09455,1.0
122286,C8W3E9_DESAS,3,363,PF09455,1.0
122287,Q2JN51_SYNJB,19,415,PF09455,1.0
122288,K9TB73_9CYAN,3,382,PF09455,1.0
122289,K9Z2Z5_CYAAP,2,376,PF09455,1.0
122290,K9Y9B2_HALP7,3,372,PF09455,1.0
122291,A0ZJ84_NODSP,4,382,PF09455,1.0
122292,Q6ZED7_SYNY3,2,391,PF09455,1.0
122293,E0UIC2_CYAP2,2,378,PF09455,1.0
122294,D4ZUE2_ARTPN,7,388,PF09455,1.0
122295,D0MKN5_RHOM4,4,393,PF09455,1.0
122296,I0I1W8_CALAS,3,392,PF09455,1.0
122297,E8MZD2_ANATU,3,383,PF09455,1.0
122298,Q1AZD6_RUBXD,3,380,PF09455,1.0
122299,D1CGI9_THET1,12,400,PF09455,1.0
122300,D1CGI8_THET1,6,411,PF09455,1.0
122301,A0B6W7_METTP,25,403,PF09455,1.0
122302,D9S1M8_THEOJ,4,410,PF09455,1.0
122303,Q8R6Z4_CALS4,2,443,PF09455,1.0
122304,F8C652_THEGP,2,422,PF09455,1.0
122305,A3DKD1_CLOTH,4,388,PF09455,1.0
122306,V4IZI8_9DELT,10,412,PF09455,1.0
122307,A0LHZ1_SYNFM,4,411,PF09455,1.0
122308,F2NCZ5_DESAR,5,398,PF09455,1.0
122309,F8E950_FLESM,5,390,PF09455,1.0
122310,I0AIV3_IGNAJ,5,407,PF09455,1.0
122311,R6E839_9BACE,5,402,PF09455,1.0
122312,I5B4K0_9DELT,5,418,PF09455,1.0
122313,F5YCJ1_TREAZ,18,409,PF09455,1.0
122314,G8UKC9_TANFA,5,389,PF09455,1.0
122315,D5WUB7_KYRT2,4,397,PF09455,1.0
122316,D5WY27_KYRT2,4,388,PF09455,1.0
122317,C5D4N3_GEOSW,5,404,PF09455,1.0
122318,L7VKS1_CLOSH,3,427,PF09455,1.0
122319,A3DH35_CLOTH,3,437,PF09455,1.0
122320,B8CY90_HALOH,5,400,PF09455,1.0
122321,Q3AA96_CARHZ,4,422,PF09455,1.0
457636,Q04H58_OENOB,275,472,PF02782,1.0
457637,Q38UH0_LACSS,277,477,PF02782,1.0
457638,Q65J12_BACLD,278,478,PF02782,1.0
457639,Q8G7J1_BIFLO,284,486,PF02782,1.0
457640,A6VLM1_ACTSZ,274,474,PF02782,1.0
457641,R6N506_9CLOT,276,473,PF02782,1.0
457642,R6KSC3_9FIRM,277,474,PF02782,1.0
457643,Q21KN7_SACD2,253,454,PF02782,1.0
457644,A1RZZ0_THEPD,241,426,PF02782,1.0
457645,Q4FS26_PSYA2,277,492,PF02782,1.0
457646,Q2GSD9_CHAGB,333,543,PF02782,1.0
457647,A7EJ25_SCLS1,251,459,PF02782,1.0
457648,Q7JY99_DROME,275,498,PF02782,1.0
457649,Q290N4_DROPS,275,498,PF02782,1.0
457650,Q59KQ1_CANAL,357,571,PF02782,1.0
457651,G8YH24_PICSO,357,570,PF02782,1.0
457652,A7TNK4_VANPO,371,589,PF02782,1.0
457653,Q75CI8_ASHGO,349,569,PF02782,1.0
457654,Q6FV87_CANGA,370,593,PF02782,1.0
457655,Q16YN1_AEDAE,289,486,PF02782,1.0
457656,ARAB_CITK8,289,501,PF02782,1.0
457657,Q7UMJ6_RHOBA,308,507,PF02782,1.0
457658,Q92UI5_RHIME,256,446,PF02782,1.0
457659,A1B404_PARDP,274,483,PF02782,1.0
457660,Q2K6L9_RHIEC,282,491,PF02782,1.0
457661,Q13KW6_PARXL,289,498,PF02782,1.0
457662,Q3IVW9_RHOS4,286,494,PF02782,1.0
457663,A6TBJ4_KLEP7,277,486,PF02782,1.0
457664,A8AEC9_CITK8,282,491,PF02782,1.0
457665,Q2K405_RHIEC,276,476,PF02782,1.0
457666,Q11BS3_CHESB,276,476,PF02782,1.0
457667,Q2RUP8_RHORT,275,475,PF02782,1.0
457668,Q6CJF5_KLULA,334,546,PF02782,1.0
457669,YDR09_YEAST,339,551,PF02782,1.0
457670,A3GGG5_PICST,327,539,PF02782,1.0
457671,Q5AF71_CANAL,328,540,PF02782,1.0
457672,Q6C916_YARLI,300,512,PF02782,1.0
457673,Q0V0A6_PHANO,312,524,PF02782,1.0
457674,Q4W9J7_ASPFU,352,564,PF02782,1.0
457675,Q2U3R8_ASPOR,26,238,PF02782,1.0
457676,Q29EY4_DROPS,327,538,PF02782,1.0
457677,Q6LJD6_PHOPR,280,489,PF02782,1.0
195447,Q63X17_BURPS,286,372,PF00034,1.0
195448,Q9A473_CAUVC,33,122,PF00034,1.0
195449,A9AXG3_HERA2,43,143,PF00034,1.0
195450,A8LLC8_DINSH,31,128,PF00034,1.0
195451,A1SVU2_PSYIN,325,409,PF00034,1.0
195452,Q7VG08_HELHP,17,100,PF00034,1.0
195453,A6Q697_SULNB,29,123,PF00034,1.0
195454,A1VKK0_POLNA,125,213,PF00034,1.0
195455,B4E6F4_BURCJ,27,111,PF00034,1.0
195456,A0RN17_CAMFF,82,164,PF00034,1.0
195457,A6Q6Z1_SULNB,20,100,PF00034,1.0
195458,A1B9M0_PARDP,46,156,PF00034,1.0
195459,A5FJF1_FLAJ1,53,143,PF00034,1.0
195460,A3HZ82_9BACT,43,133,PF00034,1.0
195461,Q1D0X4_MYXXD,25,115,PF00034,1.0
195462,Q39YV3_GEOMG,27,115,PF00034,1.0
195463,A0M192_GRAFK,78,166,PF00034,1.0
195464,Q0P9A3_CAMJE,19,100,PF00034,1.0
195465,O67504_AQUAE,17,104,PF00034,1.0
195466,Q11XM0_CYTH3,38,121,PF00034,1.0
195467,Q3SUK3_NITWN,142,233,PF00034,1.0
195468,A4VQ99_PSEU5,49,133,PF00034,1.0
195469,A5G2Z9_ACICJ,97,183,PF00034,1.0
195470,Q7MS08_WOLSU,78,158,PF00034,1.0
195471,B0T7F6_CAUSK,26,116,PF00034,1.0
195472,A1BJ75_CHLPD,29,111,PF00034,1.0
195473,Q8PDT1_XANCP,89,171,PF00034,1.0
195474,A5WG96_PSYWF,180,265,PF00034,1.0
195475,Q5LL42_RUEPO,110,197,PF00034,1.0
195476,Q2KU03_BORA1,330,418,PF00034,1.0
195477,A4ASX0_MARSH,13,99,PF00034,1.0
195478,B2JCS4_PARP8,352,440,PF00034,1.0
195479,Q63X20_BURPS,374,455,PF00034,1.0
195480,Q1IUL0_KORVE,174,268,PF00034,1.0
195481,Q8F0C5_LEPIN,50,137,PF00034,1.0
195482,Q6MR17_BDEBA,74,159,PF00034,1.0
195483,Q2Y5C4_NITMU,429,515,PF00034,1.0
195484,A4G5G9_HERAR,143,225,PF00034,1.0
195485,Q39TS3_GEOMG,175,267,PF00034,1.0
195486,Q819N2_BACCR,254,346,PF00034,1.0
239338,D3BB34_POLPP,51,308,PF03942,1.0
239339,A4I4S6_LEIIN,180,464,PF03942,1.0
239340,F4PLD7_CAVFA,141,430,PF03942,1.0
239341,F1A1U1_DICPU,100,383,PF03942,1.0
239342,A3QED4_SHELP,31,221,PF03942,1.0
239343,D4ZK60_SHEVD,32,218,PF03942,1.0
239344,A1S6E7_SHEAM,33,222,PF03942,1.0
239345,Q12NB2_SHEDO,52,252,PF03942,1.0
239346,Q082P7_SHEFN,40,233,PF03942,1.0
239347,Q8EEJ4_SHEON,32,221,PF03942,1.0
239348,Q6LRC3_PHOPR,29,215,PF03942,1.0
239349,A1T018_PSYIN,29,214,PF03942,1.0
239350,Q5E4Z2_VIBF1,29,216,PF03942,1.0
239351,F7YKX9_VIBA7,29,217,PF03942,1.0
239352,F0LTT5_VIBFN,28,217,PF03942,1.0
